pais;industria;valor_importado
UZB;Lifting and handling equipment;190.31158447265625
VAT;Lifting and handling equipment;0.0012989999959245324
VCT;Lifting and handling equipment;2.6553239822387695
VEN;Lifting and handling equipment;28.398914337158203
VGB;Lifting and handling equipment;2.1078081130981445
VNM;Lifting and handling equipment;1282.40283203125
VUT;Lifting and handling equipment;1.5195099115371704
WLF;Lifting and handling equipment;0.06860700249671936
WSM;Lifting and handling equipment;1.692587971687317
YEM;Lifting and handling equipment;21.381010055541992
ZAF;Lifting and handling equipment;578.1317138671875
ZMB;Lifting and handling equipment;46.0029182434082
ZWE;Lifting and handling equipment;62.03614044189453
ABW;Lighting equipment and electric lamps;7.337612152099609
AFG;Lighting equipment and electric lamps;4.9927520751953125
AGO;Lighting equipment and electric lamps;41.41074752807617
AIA;Lighting equipment and electric lamps;1.0286270380020142
ALB;Lighting equipment and electric lamps;26.753450393676758
AND;Lighting equipment and electric lamps;8.56821346282959
ARE;Lighting equipment and electric lamps;648.9503784179688
ARG;Lighting equipment and electric lamps;161.28225708007812
ARM;Lighting equipment and electric lamps;18.92816162109375
ASM;Lighting equipment and electric lamps;0.011160999536514282
ATA;Lighting equipment and electric lamps;0.002432999899610877
ATF;Lighting equipment and electric lamps;0.06215199828147888
ATG;Lighting equipment and electric lamps;4.442234992980957
AUS;Lighting equipment and electric lamps;1323.97216796875
AUT;Lighting equipment and electric lamps;1012.4840087890625
AZE;Lighting equipment and electric lamps;40.54509735107422
BDI;Lighting equipment and electric lamps;2.8898160457611084
BEL;Lighting equipment and electric lamps;772.483154296875
BEN;Lighting equipment and electric lamps;9.269804954528809
BES;Lighting equipment and electric lamps;0.9845710396766663
BFA;Lighting equipment and electric lamps;27.15329933166504
BGD;Lighting equipment and electric lamps;191.44244384765625
BGR;Lighting equipment and electric lamps;178.37680053710938
BHR;Lighting equipment and electric lamps;33.175262451171875
BHS;Lighting equipment and electric lamps;28.011959075927734
BIH;Lighting equipment and electric lamps;41.48772430419922
BLM;Lighting equipment and electric lamps;0.16987599432468414
BLR;Lighting equipment and electric lamps;67.76277160644531
BLZ;Lighting equipment and electric lamps;5.115177154541016
BMU;Lighting equipment and electric lamps;5.7873969078063965
BOL;Lighting equipment and electric lamps;27.38126564025879
BRA;Lighting equipment and electric lamps;432.2685852050781
BRB;Lighting equipment and electric lamps;8.208789825439453
BRN;Lighting equipment and electric lamps;10.302496910095215
BTN;Lighting equipment and electric lamps;3.5481209754943848
BVT;Lighting equipment and electric lamps;0.0
BWA;Lighting equipment and electric lamps;10.749677658081055
CAF;Lighting equipment and electric lamps;1.4504131078720093
CAN;Lighting equipment and electric lamps;2148.4287109375
CCK;Lighting equipment and electric lamps;0.050808001309633255
CHE;Lighting equipment and electric lamps;990.5845947265625
CHL;Lighting equipment and electric lamps;257.35552978515625
CHN;Lighting equipment and electric lamps;846.00537109375
CIV;Lighting equipment and electric lamps;32.613956451416016
CMR;Lighting equipment and electric lamps;63.32727813720703
COD;Lighting equipment and electric lamps;8.794763565063477
COG;Lighting equipment and electric lamps;18.231304168701172
COK;Lighting equipment and electric lamps;0.3794820010662079
COL;Lighting equipment and electric lamps;207.2786407470703
COM;Lighting equipment and electric lamps;1.145516037940979
CPV;Lighting equipment and electric lamps;1.7662508487701416
CRI;Lighting equipment and electric lamps;69.18827056884766
CUB;Lighting equipment and electric lamps;9.998400688171387
CUW;Lighting equipment and electric lamps;3.0136520862579346
CXR;Lighting equipment and electric lamps;0.1622920036315918
CYM;Lighting equipment and electric lamps;9.928956985473633
CYP;Lighting equipment and electric lamps;48.56188201904297
CZE;Lighting equipment and electric lamps;518.7531127929688
DEU;Lighting equipment and electric lamps;4419.7353515625
DJI;Lighting equipment and electric lamps;78.29345703125
DMA;Lighting equipment and electric lamps;0.7603720426559448
DNK;Lighting equipment and electric lamps;682.7844848632812
DOM;Lighting equipment and electric lamps;37.47452926635742
DZA;Lighting equipment and electric lamps;104.34590148925781
ECU;Lighting equipment and electric lamps;72.94193267822266
EGY;Lighting equipment and electric lamps;131.01319885253906
ERI;Lighting equipment and electric lamps;0.9972549676895142
ESH;Lighting equipment and electric lamps;0.37153199315071106
ESP;Lighting equipment and electric lamps;1231.43701171875
EST;Lighting equipment and electric lamps;96.51052856445312
ETH;Lighting equipment and electric lamps;75.16340637207031
FIN;Lighting equipment and electric lamps;373.3175048828125
FJI;Lighting equipment and electric lamps;6.663821220397949
FLK;Lighting equipment and electric lamps;0.37693101167678833
FRA;Lighting equipment and electric lamps;2845.411376953125
FRE;Lighting equipment and electric lamps;2.9965412616729736
FRO;Lighting equipment and electric lamps;3.7476820945739746
FSM;Lighting equipment and electric lamps;0.5266870260238647
GAB;Lighting equipment and electric lamps;14.905935287475586
GBR;Lighting equipment and electric lamps;2463.56103515625
GEO;Lighting equipment and electric lamps;50.064456939697266
GHA;Lighting equipment and electric lamps;28.60042381286621
GIB;Lighting equipment and electric lamps;2.177201271057129
GIN;Lighting equipment and electric lamps;32.26121520996094
GMB;Lighting equipment and electric lamps;5.420700550079346
GNB;Lighting equipment and electric lamps;0.7939330339431763
GNQ;Lighting equipment and electric lamps;5.78152322769165
GRC;Lighting equipment and electric lamps;266.08502197265625
GRD;Lighting equipment and electric lamps;3.1549479961395264
GRL;Lighting equipment and electric lamps;2.799243927001953
GTM;Lighting equipment and electric lamps;25.203765869140625
GUM;Lighting equipment and electric lamps;0.414902001619339
GUY;Lighting equipment and electric lamps;10.827228546142578
HKG;Lighting equipment and electric lamps;489.78948974609375
HMD;Lighting equipment and electric lamps;3.9999998989515007e-05
HND;Lighting equipment and electric lamps;26.44068145751953
HRV;Lighting equipment and electric lamps;147.63540649414062
HTI;Lighting equipment and electric lamps;7.675248622894287
HUN;Lighting equipment and electric lamps;411.4961853027344
IDN;Lighting equipment and electric lamps;397.484375
IND;Lighting equipment and electric lamps;616.7468872070312
IOT;Lighting equipment and electric lamps;0.12575000524520874
IRL;Lighting equipment and electric lamps;312.2498779296875
IRN;Lighting equipment and electric lamps;136.73880004882812
IRQ;Lighting equipment and electric lamps;491.72021484375
ISL;Lighting equipment and electric lamps;49.91389846801758
ISR;Lighting equipment and electric lamps;413.0033264160156
ITA;Lighting equipment and electric lamps;1495.5272216796875
JAM;Lighting equipment and electric lamps;13.68148422241211
JOR;Lighting equipment and electric lamps;66.69487762451172
JPN;Lighting equipment and electric lamps;1427.58447265625
KAZ;Lighting equipment and electric lamps;173.77891540527344
KEN;Lighting equipment and electric lamps;76.63212585449219
KGZ;Lighting equipment and electric lamps;16.46782684326172
KHM;Lighting equipment and electric lamps;77.0152816772461
KIR;Lighting equipment and electric lamps;0.5039580464363098
KNA;Lighting equipment and electric lamps;1.641845941543579
KOR;Lighting equipment and electric lamps;951.4782104492188
KWT;Lighting equipment and electric lamps;128.5970458984375
LAO;Lighting equipment and electric lamps;16.383953094482422
LBN;Lighting equipment and electric lamps;44.86585235595703
LBR;Lighting equipment and electric lamps;12.316139221191406
LBY;Lighting equipment and electric lamps;105.48944091796875
LCA;Lighting equipment and electric lamps;1.7305090427398682
LIE;Lighting equipment and electric lamps;0.0
LKA;Lighting equipment and electric lamps;25.663522720336914
LSO;Lighting equipment and electric lamps;2.3474361896514893
LTU;Lighting equipment and electric lamps;128.14463806152344
LUX;Lighting equipment and electric lamps;88.25540924072266
LVA;Lighting equipment and electric lamps;73.57964324951172
MAC;Lighting equipment and electric lamps;20.68246841430664
MAR;Lighting equipment and electric lamps;180.9469757080078
MDA;Lighting equipment and electric lamps;26.739347457885742
MDG;Lighting equipment and electric lamps;18.20013999938965
MDV;Lighting equipment and electric lamps;15.43547248840332
MEX;Lighting equipment and electric lamps;365.97906494140625
MHL;Lighting equipment and electric lamps;0.6887649893760681
MKD;Lighting equipment and electric lamps;17.41213035583496
MLI;Lighting equipment and electric lamps;10.026056289672852
MLT;Lighting equipment and electric lamps;19.746509552001953
MMR;Lighting equipment and electric lamps;14.822617530822754
MNE;Lighting equipment and electric lamps;16.08306312561035
MNG;Lighting equipment and electric lamps;13.001052856445312
MNP;Lighting equipment and electric lamps;0.06430099904537201
MOZ;Lighting equipment and electric lamps;19.741416931152344
MRT;Lighting equipment and electric lamps;1.9036920070648193
MSR;Lighting equipment and electric lamps;0.16029700636863708
MUS;Lighting equipment and electric lamps;22.3724308013916
MWI;Lighting equipment and electric lamps;13.698984146118164
MYS;Lighting equipment and electric lamps;236.75906372070312
NAM;Lighting equipment and electric lamps;15.237380981445312
NCL;Lighting equipment and electric lamps;10.043804168701172
NER;Lighting equipment and electric lamps;3.144458055496216
NFK;Lighting equipment and electric lamps;0.023542001843452454
NGA;Lighting equipment and electric lamps;101.26433563232422
NIC;Lighting equipment and electric lamps;35.817142486572266
NIU;Lighting equipment and electric lamps;0.013938999734818935
NLD;Lighting equipment and electric lamps;2078.337646484375
NOR;Lighting equipment and electric lamps;688.8757934570312
NPL;Lighting equipment and electric lamps;21.982589721679688
NRU;Lighting equipment and electric lamps;0.490028977394104
NZL;Lighting equipment and electric lamps;248.71072387695312
OMN;Lighting equipment and electric lamps;71.17298126220703
PAK;Lighting equipment and electric lamps;65.78827667236328
PAN;Lighting equipment and electric lamps;43.75487518310547
PCN;Lighting equipment and electric lamps;0.0
PER;Lighting equipment and electric lamps;206.11758422851562
PHL;Lighting equipment and electric lamps;214.36434936523438
PLW;Lighting equipment and electric lamps;1.455265998840332
PNG;Lighting equipment and electric lamps;30.17013168334961
POL;Lighting equipment and electric lamps;437.7828674316406
PRK;Lighting equipment and electric lamps;5.373315334320068
PRT;Lighting equipment and electric lamps;318.33489990234375
PRY;Lighting equipment and electric lamps;79.2626724243164
PSE;Lighting equipment and electric lamps;19.99114227294922
PYF;Lighting equipment and electric lamps;9.461165428161621
QAT;Lighting equipment and electric lamps;70.93448638916016
ROU;Lighting equipment and electric lamps;399.6440734863281
RUS;Lighting equipment and electric lamps;1062.76416015625
RWA;Lighting equipment and electric lamps;17.63282585144043
SAU;Lighting equipment and electric lamps;1357.4554443359375
SDN;Lighting equipment and electric lamps;46.8062629699707
SEN;Lighting equipment and electric lamps;14.950617790222168
SGP;Lighting equipment and electric lamps;349.9447326660156
SGS;Lighting equipment and electric lamps;0.0
SHN;Lighting equipment and electric lamps;0.03142300248146057
SLB;Lighting equipment and electric lamps;3.031597137451172
SLE;Lighting equipment and electric lamps;10.990518569946289
SLV;Lighting equipment and electric lamps;39.83318328857422
SMR;Lighting equipment and electric lamps;1.0315030813217163
SOM;Lighting equipment and electric lamps;16.93811798095703
SPM;Lighting equipment and electric lamps;0.5661600232124329
SRB;Lighting equipment and electric lamps;109.81539154052734
SSD;Lighting equipment and electric lamps;1.8321568965911865
STP;Lighting equipment and electric lamps;0.3740290403366089
SUR;Lighting equipment and electric lamps;6.044097900390625
SVK;Lighting equipment and electric lamps;207.91212463378906
SVN;Lighting equipment and electric lamps;122.83445739746094
SWE;Lighting equipment and electric lamps;917.766845703125
SWZ;Lighting equipment and electric lamps;5.44136905670166
SXM;Lighting equipment and electric lamps;1.2354010343551636
SYC;Lighting equipment and electric lamps;4.014930248260498
SYR;Lighting equipment and electric lamps;9.404647827148438
TCA;Lighting equipment and electric lamps;2.5866599082946777
TCD;Lighting equipment and electric lamps;3.4656801223754883
TGO;Lighting equipment and electric lamps;12.252938270568848
THA;Lighting equipment and electric lamps;496.9757995605469
TJK;Lighting equipment and electric lamps;19.03640365600586
TKL;Lighting equipment and electric lamps;0.0
TKM;Lighting equipment and electric lamps;30.10915756225586
TLS;Lighting equipment and electric lamps;1.5656429529190063
TON;Lighting equipment and electric lamps;1.2718720436096191
TTO;Lighting equipment and electric lamps;22.05475425720215
TUN;Lighting equipment and electric lamps;33.66651153564453
TUR;Lighting equipment and electric lamps;333.2966003417969
TUV;Lighting equipment and electric lamps;0.09339700639247894
TWN;Lighting equipment and electric lamps;406.44012451171875
TZA;Lighting equipment and electric lamps;18.975330352783203
UGA;Lighting equipment and electric lamps;18.59138298034668
UKR;Lighting equipment and electric lamps;117.35084533691406
UMI;Lighting equipment and electric lamps;0.05612200126051903
URY;Lighting equipment and electric lamps;55.10390090942383
USA;Lighting equipment and electric lamps;13891.27734375
UZB;Lighting equipment and electric lamps;54.98048400878906
VAT;Lighting equipment and electric lamps;0.09679999947547913
VCT;Lighting equipment and electric lamps;0.9282079935073853
VEN;Lighting equipment and electric lamps;90.04259490966797
VGB;Lighting equipment and electric lamps;2.9476208686828613
VNM;Lighting equipment and electric lamps;478.97857666015625
VUT;Lighting equipment and electric lamps;2.874345064163208
WLF;Lighting equipment and electric lamps;0.34459301829338074
WSM;Lighting equipment and electric lamps;1.8863379955291748
YEM;Lighting equipment and electric lamps;40.39535140991211
ZAF;Lighting equipment and electric lamps;194.29885864257812
ZMB;Lighting equipment and electric lamps;12.023984909057617
ZWE;Lighting equipment and electric lamps;15.149105072021484
ABW;Live Cattle;0.0
AFG;Live Cattle;0.0
AGO;Live Cattle;2.2669999599456787
AIA;Live Cattle;0.0
ALB;Live Cattle;16.130001068115234
AND;Live Cattle;0.0
ARE;Live Cattle;4.770000457763672
ARG;Live Cattle;0.08399999886751175
ARM;Live Cattle;1.9839999675750732
ASM;Live Cattle;0.0
ATA;Live Cattle;0.0
ATF;Live Cattle;0.0
ATG;Live Cattle;0.0
AUS;Live Cattle;0.0
AUT;Live Cattle;139.16500854492188
AZE;Live Cattle;49.972999572753906
BDI;Live Cattle;1.0169999599456787
BEL;Live Cattle;162.76998901367188
BEN;Live Cattle;0.0
BES;Live Cattle;0.0
BFA;Live Cattle;0.019999999552965164
BGD;Live Cattle;0.2879999876022339
BGR;Live Cattle;6.229000091552734
BHR;Live Cattle;3.677999973297119
BHS;Live Cattle;0.0
BIH;Live Cattle;27.038002014160156
BLM;Live Cattle;0.0
BLR;Live Cattle;4.960000038146973
BLZ;Live Cattle;0.3190000057220459
BMU;Live Cattle;0.0
BOL;Live Cattle;0.45399999618530273
BRA;Live Cattle;1.0859999656677246
BRB;Live Cattle;0.0
BRN;Live Cattle;13.88599967956543
BTN;Live Cattle;0.0
BVT;Live Cattle;0.0
BWA;Live Cattle;0.8420000076293945
CAF;Live Cattle;0.026000000536441803
CAN;Live Cattle;308.42401123046875
CCK;Live Cattle;0.0
CHE;Live Cattle;9.223999977111816
CHL;Live Cattle;0.004999999888241291
CHN;Live Cattle;804.3469848632812
CIV;Live Cattle;3.639000177383423
CMR;Live Cattle;0.0
COD;Live Cattle;9.853999137878418
COG;Live Cattle;3.01200008392334
COK;Live Cattle;0.0
COL;Live Cattle;0.4309999942779541
COM;Live Cattle;0.5559999942779541
CPV;Live Cattle;0.0
CRI;Live Cattle;11.67199993133545
CUB;Live Cattle;0.0
CUW;Live Cattle;0.0
CXR;Live Cattle;0.0
CYM;Live Cattle;0.0
CYP;Live Cattle;0.06499999761581421
CZE;Live Cattle;3.1110000610351562
DEU;Live Cattle;67.58499908447266
DJI;Live Cattle;0.26100000739097595
DMA;Live Cattle;0.0
DNK;Live Cattle;0.25
DOM;Live Cattle;0.4569999873638153
DZA;Live Cattle;202.5780029296875
ECU;Live Cattle;0.687999963760376
EGY;Live Cattle;527.6940307617188
ERI;Live Cattle;0.0
ESH;Live Cattle;0.0
ESP;Live Cattle;258.989990234375
EST;Live Cattle;0.7080000042915344
ETH;Live Cattle;0.004999999888241291
FIN;Live Cattle;0.45000001788139343
FJI;Live Cattle;0.0
FLK;Live Cattle;0.0
FRA;Live Cattle;50.92900085449219
FRE;Live Cattle;0.0
FRO;Live Cattle;0.003000000026077032
FSM;Live Cattle;0.0
GAB;Live Cattle;0.0
GBR;Live Cattle;61.06399917602539
GEO;Live Cattle;3.5309998989105225
GHA;Live Cattle;0.21699999272823334
GIB;Live Cattle;0.0
GIN;Live Cattle;0.0
GMB;Live Cattle;0.0
GNB;Live Cattle;0.0
GNQ;Live Cattle;0.0
GRC;Live Cattle;30.111000061035156
GRD;Live Cattle;0.0
GRL;Live Cattle;0.0
GTM;Live Cattle;0.36800000071525574
GUM;Live Cattle;0.0
GUY;Live Cattle;0.0
HKG;Live Cattle;49.22500228881836
HMD;Live Cattle;0.0
HND;Live Cattle;3.867999792098999
HRV;Live Cattle;127.18000030517578
HTI;Live Cattle;0.0
HUN;Live Cattle;65.77299499511719
IDN;Live Cattle;470.2380065917969
IND;Live Cattle;0.019999999552965164
IOT;Live Cattle;0.0
IRL;Live Cattle;2.5390000343322754
IRN;Live Cattle;1.2879999876022339
IRQ;Live Cattle;109.05900573730469
ISL;Live Cattle;0.007000000216066837
ISR;Live Cattle;339.4530029296875
ITA;Live Cattle;1922.5
JAM;Live Cattle;0.0
JOR;Live Cattle;90.34700012207031
JPN;Live Cattle;24.207998275756836
KAZ;Live Cattle;26.000999450683594
KEN;Live Cattle;2.874000072479248
KGZ;Live Cattle;2.6019999980926514
KHM;Live Cattle;2.4660000801086426
KIR;Live Cattle;0.0
KNA;Live Cattle;0.0
KOR;Live Cattle;0.4230000078678131
KWT;Live Cattle;4.158999919891357
LAO;Live Cattle;26.535999298095703
LBN;Live Cattle;177.6669921875
LBR;Live Cattle;0.0
LBY;Live Cattle;66.05400085449219
LCA;Live Cattle;0.0
LIE;Live Cattle;0.0
LKA;Live Cattle;0.0
LSO;Live Cattle;0.15600000321865082
LTU;Live Cattle;26.58300018310547
LUX;Live Cattle;6.788000106811523
LVA;Live Cattle;4.177999973297119
MAC;Live Cattle;3.2170000076293945
MAR;Live Cattle;27.407001495361328
MDA;Live Cattle;2.7330000400543213
MDG;Live Cattle;0.0
MDV;Live Cattle;0.0
MEX;Live Cattle;138.09500122070312
MHL;Live Cattle;0.0
MKD;Live Cattle;2.9650001525878906
MLI;Live Cattle;0.11699999868869781
MLT;Live Cattle;1.0839999914169312
MMR;Live Cattle;0.9739999771118164
MNE;Live Cattle;39.0629997253418
MNG;Live Cattle;0.21599999070167542
MNP;Live Cattle;0.0
MOZ;Live Cattle;0.10599999874830246
MRT;Live Cattle;0.0
MSR;Live Cattle;0.0
MUS;Live Cattle;19.687000274658203
MWI;Live Cattle;0.00800000037997961
MYS;Live Cattle;23.45199966430664
NAM;Live Cattle;1.3320001363754272
NCL;Live Cattle;0.0
NER;Live Cattle;0.0020000000949949026
NFK;Live Cattle;0.0
NGA;Live Cattle;6.5420002937316895
NIC;Live Cattle;0.5540000200271606
NIU;Live Cattle;0.0
NLD;Live Cattle;434.9759826660156
NOR;Live Cattle;0.0
NPL;Live Cattle;1.6640000343322754
NRU;Live Cattle;0.0
NZL;Live Cattle;0.0
OMN;Live Cattle;1.7820000648498535
PAK;Live Cattle;17.785999298095703
PAN;Live Cattle;0.11299999803304672
PCN;Live Cattle;0.0
PER;Live Cattle;0.41200000047683716
PHL;Live Cattle;12.663999557495117
PLW;Live Cattle;0.0
PNG;Live Cattle;0.0
POL;Live Cattle;196.88800048828125
PRK;Live Cattle;0.0
PRT;Live Cattle;6.000999927520752
PRY;Live Cattle;0.2630000114440918
PSE;Live Cattle;19.36199951171875
PYF;Live Cattle;0.0
QAT;Live Cattle;5.455999374389648
ROU;Live Cattle;28.06199836730957
RUS;Live Cattle;86.14199829101562
RWA;Live Cattle;0.2640000283718109
SAU;Live Cattle;84.26300048828125
SDN;Live Cattle;0.0
SEN;Live Cattle;0.021000001579523087
SGP;Live Cattle;0.012000000104308128
SGS;Live Cattle;0.0
SHN;Live Cattle;0.0
SLB;Live Cattle;0.0
SLE;Live Cattle;0.0
SLV;Live Cattle;0.21800000965595245
SMR;Live Cattle;0.0
SOM;Live Cattle;1.2209999561309814
SPM;Live Cattle;0.0
SRB;Live Cattle;9.543999671936035
SSD;Live Cattle;0.0
STP;Live Cattle;0.0
SUR;Live Cattle;0.0560000017285347
SVK;Live Cattle;15.866999626159668
SVN;Live Cattle;29.847999572753906
SWE;Live Cattle;1.6500000953674316
SWZ;Live Cattle;0.0
SXM;Live Cattle;0.0
SYC;Live Cattle;0.0
SYR;Live Cattle;0.0
TCA;Live Cattle;0.0
TCD;Live Cattle;0.0
TGO;Live Cattle;0.14000000059604645
THA;Live Cattle;42.23500061035156
TJK;Live Cattle;1.7730000019073486
TKL;Live Cattle;0.0
TKM;Live Cattle;0.0
TLS;Live Cattle;0.0
TON;Live Cattle;0.0
TTO;Live Cattle;0.0
TUN;Live Cattle;13.982999801635742
TUR;Live Cattle;163.0469970703125
TUV;Live Cattle;0.0
TWN;Live Cattle;0.0
TZA;Live Cattle;0.9440000057220459
UGA;Live Cattle;0.10000000149011612
UKR;Live Cattle;3.431999921798706
UMI;Live Cattle;0.0
URY;Live Cattle;0.07699999958276749
USA;Live Cattle;1794.592041015625
UZB;Live Cattle;42.165000915527344
VAT;Live Cattle;0.0
VCT;Live Cattle;0.0
VEN;Live Cattle;0.0
VGB;Live Cattle;0.0
VNM;Live Cattle;162.08099365234375
VUT;Live Cattle;0.0
WLF;Live Cattle;0.0
WSM;Live Cattle;0.0
YEM;Live Cattle;3.0409998893737793
ZAF;Live Cattle;170.7080078125
ZMB;Live Cattle;1.9179999828338623
ZWE;Live Cattle;1.6839998960494995
ABW;Live Swine;0.0
AFG;Live Swine;0.0
AGO;Live Swine;0.014000000432133675
AIA;Live Swine;0.0
ALB;Live Swine;17.047998428344727
AND;Live Swine;0.0
ARE;Live Swine;0.014000000432133675
ARG;Live Swine;1.531000018119812
ARM;Live Swine;0.9279999732971191
ASM;Live Swine;0.0
ATA;Live Swine;0.0
ATF;Live Swine;0.0
ATG;Live Swine;0.0
AUS;Live Swine;0.08100000023841858
AUT;Live Swine;79.5119857788086
AZE;Live Swine;0.0
BDI;Live Swine;0.07400000095367432
BEL;Live Swine;45.900001525878906
BEN;Live Swine;0.0
BES;Live Swine;0.0
BFA;Live Swine;0.0
BGD;Live Swine;0.0
BGR;Live Swine;4.4170002937316895
BHR;Live Swine;0.0
BHS;Live Swine;0.0010000000474974513
BIH;Live Swine;5.079999923706055
BLM;Live Swine;0.0
BLR;Live Swine;1.722999930381775
BLZ;Live Swine;0.0
BMU;Live Swine;0.0
BOL;Live Swine;0.2980000078678131
BRA;Live Swine;6.875999927520752
BRB;Live Swine;0.0
BRN;Live Swine;0.0
BTN;Live Swine;0.0
BVT;Live Swine;0.0
BWA;Live Swine;0.020999999716877937
CAF;Live Swine;0.0020000000949949026
CAN;Live Swine;2.562000036239624
CCK;Live Swine;0.0
CHE;Live Swine;0.44599997997283936
CHL;Live Swine;2.253999948501587
CHN;Live Swine;15.631000518798828
CIV;Live Swine;0.0
CMR;Live Swine;0.11600000411272049
COD;Live Swine;0.11800000071525574
COG;Live Swine;0.0
COK;Live Swine;0.0
COL;Live Swine;1.1929999589920044
COM;Live Swine;0.0
CPV;Live Swine;0.0
CRI;Live Swine;0.12700000405311584
CUB;Live Swine;0.0
CUW;Live Swine;0.0
CXR;Live Swine;0.0
CYM;Live Swine;0.0
CYP;Live Swine;0.36799997091293335
CZE;Live Swine;8.229999542236328
DEU;Live Swine;681.9420166015625
DJI;Live Swine;0.0
DMA;Live Swine;0.0
DNK;Live Swine;3.86299991607666
DOM;Live Swine;0.47699999809265137
DZA;Live Swine;0.0
ECU;Live Swine;1.0550000667572021
EGY;Live Swine;0.0
ERI;Live Swine;0.010999999940395355
ESH;Live Swine;0.0
ESP;Live Swine;282.4429931640625
EST;Live Swine;0.840999960899353
ETH;Live Swine;0.0
FIN;Live Swine;1.374000072479248
FJI;Live Swine;0.0
FLK;Live Swine;0.0
FRA;Live Swine;9.060999870300293
FRE;Live Swine;0.0
FRO;Live Swine;0.0
FSM;Live Swine;0.0
GAB;Live Swine;0.0
GBR;Live Swine;78.03599548339844
GEO;Live Swine;21.53299903869629
GHA;Live Swine;0.08999999612569809
GIB;Live Swine;0.0
GIN;Live Swine;0.0
GMB;Live Swine;0.0
GNB;Live Swine;0.0
GNQ;Live Swine;0.04500000178813934
GRC;Live Swine;1.8690000772476196
GRD;Live Swine;0.0
GRL;Live Swine;0.0
GTM;Live Swine;0.4090000092983246
GUM;Live Swine;0.0
GUY;Live Swine;0.041999999433755875
HKG;Live Swine;365.2659912109375
HMD;Live Swine;0.0
HND;Live Swine;0.5200000405311584
HRV;Live Swine;38.069000244140625
HTI;Live Swine;0.0
HUN;Live Swine;113.77200317382812
IDN;Live Swine;0.0
IND;Live Swine;0.75
IOT;Live Swine;0.0
IRL;Live Swine;5.36400032043457
IRN;Live Swine;0.0
IRQ;Live Swine;0.0
ISL;Live Swine;0.017000000923871994
ISR;Live Swine;0.28200000524520874
ITA;Live Swine;147.37998962402344
JAM;Live Swine;0.0
JOR;Live Swine;0.0
JPN;Live Swine;3.806000232696533
KAZ;Live Swine;0.10500000417232513
KEN;Live Swine;0.0
KGZ;Live Swine;0.0
KHM;Live Swine;4.433000087738037
KIR;Live Swine;0.0
KNA;Live Swine;0.0
KOR;Live Swine;3.1570000648498535
KWT;Live Swine;0.0
LAO;Live Swine;0.6970000267028809
LBN;Live Swine;0.0
LBR;Live Swine;0.0
LBY;Live Swine;0.0
LCA;Live Swine;0.0
LIE;Live Swine;0.0
LKA;Live Swine;0.0
LSO;Live Swine;0.014000000432133675
LTU;Live Swine;13.263999938964844
LUX;Live Swine;6.789999961853027
LVA;Live Swine;7.571000099182129
MAC;Live Swine;39.41899871826172
MAR;Live Swine;0.0
MDA;Live Swine;3.8399999141693115
MDG;Live Swine;0.0
MDV;Live Swine;0.0
MEX;Live Swine;3.8350000381469727
MHL;Live Swine;0.0
MKD;Live Swine;0.3789999783039093
MLI;Live Swine;0.0
MLT;Live Swine;0.17000000178813934
MMR;Live Swine;1.8880000114440918
MNE;Live Swine;0.26600000262260437
MNG;Live Swine;0.0
MNP;Live Swine;0.0
MOZ;Live Swine;0.006000000052154064
MRT;Live Swine;0.0
MSR;Live Swine;0.0
MUS;Live Swine;0.0
MWI;Live Swine;0.014000000432133675
MYS;Live Swine;0.0
NAM;Live Swine;0.0
NCL;Live Swine;0.0
NER;Live Swine;0.0
NFK;Live Swine;0.0
NGA;Live Swine;0.12600000202655792
NIC;Live Swine;0.30300000309944153
NIU;Live Swine;0.0
NLD;Live Swine;116.38699340820312
NOR;Live Swine;0.0
NPL;Live Swine;0.0
NRU;Live Swine;0.0
NZL;Live Swine;0.0
OMN;Live Swine;0.0
PAK;Live Swine;0.014000000432133675
PAN;Live Swine;0.3799999952316284
PCN;Live Swine;0.0
PER;Live Swine;0.40400001406669617
PHL;Live Swine;4.590000152587891
PLW;Live Swine;0.0
PNG;Live Swine;0.0
POL;Live Swine;485.0970153808594
PRK;Live Swine;0.0
PRT;Live Swine;159.65499877929688
PRY;Live Swine;1.527999997138977
PSE;Live Swine;0.0
PYF;Live Swine;0.0
QAT;Live Swine;0.003000000026077032
ROU;Live Swine;101.33999633789062
RUS;Live Swine;5.311000347137451
RWA;Live Swine;0.029999999329447746
SAU;Live Swine;0.0
SDN;Live Swine;0.0
SEN;Live Swine;0.0
SGP;Live Swine;91.10400390625
SGS;Live Swine;0.0
SHN;Live Swine;0.0
SLB;Live Swine;0.0
SLE;Live Swine;0.0
SLV;Live Swine;0.22699999809265137
SMR;Live Swine;0.0
SOM;Live Swine;0.0
SPM;Live Swine;0.0
SRB;Live Swine;24.916000366210938
SSD;Live Swine;0.0
STP;Live Swine;0.0
SUR;Live Swine;0.050999999046325684
SVK;Live Swine;34.244998931884766
SVN;Live Swine;4.751999855041504
SWE;Live Swine;1.8549998998641968
SWZ;Live Swine;0.0
SXM;Live Swine;0.0
SYC;Live Swine;0.0
SYR;Live Swine;0.0
TCA;Live Swine;0.0
TCD;Live Swine;0.0
TGO;Live Swine;0.0
THA;Live Swine;10.66100025177002
TJK;Live Swine;0.0
TKL;Live Swine;0.0
TKM;Live Swine;0.0
TLS;Live Swine;0.0
TON;Live Swine;0.0
