pais;industria;valor_importado
ISR;156 Transport;1659.866943359375
ITA;156 Transport;32251.42578125
JAM;156 Transport;0.0
JOR;156 Transport;106.0
JPN;156 Transport;30697.80078125
KAZ;156 Transport;0.0
KEN;156 Transport;0.0
KGZ;156 Transport;0.0
KHM;156 Transport;0.0
KIR;156 Transport;0.0
KNA;156 Transport;0.0
KOR;156 Transport;23585.453125
KWT;156 Transport;0.0
LAO;156 Transport;0.0
LBN;156 Transport;0.0
LBR;156 Transport;0.0
LBY;156 Transport;0.0
LCA;156 Transport;0.0
LIE;156 Transport;169.72900390625
LKA;156 Transport;15789.7373046875
LSO;156 Transport;0.0
LTU;156 Transport;4189.22021484375
LUX;156 Transport;23721.806640625
LVA;156 Transport;1587.3096923828125
MAC;156 Transport;0.0
MAR;156 Transport;1457.0272216796875
MDA;156 Transport;0.0
MDG;156 Transport;0.0
MDV;156 Transport;0.0
MEX;156 Transport;8366.619140625
MHL;156 Transport;0.0
MKD;156 Transport;0.0
MLI;156 Transport;0.0
MLT;156 Transport;1756.216064453125
MMR;156 Transport;0.0
MNE;156 Transport;409.63397216796875
MNG;156 Transport;0.0
MNP;156 Transport;0.0
MOZ;156 Transport;0.0
MRT;156 Transport;0.0
MSR;156 Transport;0.0
MUS;156 Transport;0.0
MWI;156 Transport;0.0
MYS;156 Transport;9234.42578125
NAM;156 Transport;738.1354370117188
NCL;156 Transport;0.0
NER;156 Transport;0.0
NFK;156 Transport;0.0
NGA;156 Transport;29900.919921875
NIC;156 Transport;213.0
NIU;156 Transport;0.0
NLD;156 Transport;41335.4375
NOR;156 Transport;50729.91015625
NPL;156 Transport;4658.75634765625
NRU;156 Transport;0.0
NZL;156 Transport;5222.5224609375
OMN;156 Transport;27.0
PAK;156 Transport;95.35074615478516
PAN;156 Transport;771.2999877929688
PCN;156 Transport;0.0
PER;156 Transport;32851.0078125
PHL;156 Transport;2007.6341552734375
PLW;156 Transport;0.0
PNG;156 Transport;13.899999618530273
POL;156 Transport;13577.5927734375
PRK;156 Transport;0.0
PRT;156 Transport;5211.2509765625
PRY;156 Transport;0.0
PSE;156 Transport;0.0
PYF;156 Transport;0.0
QAT;156 Transport;0.0
ROU;156 Transport;4637.537109375
RUS;156 Transport;6692.53564453125
RWA;156 Transport;0.0
SAU;156 Transport;470.6139221191406
SDN;156 Transport;0.0
SEN;156 Transport;0.0
SGP;156 Transport;38937.921875
SGS;156 Transport;0.0
SHN;156 Transport;0.0
SLB;156 Transport;0.0
SLE;156 Transport;0.0
SLV;156 Transport;615.0
SMR;156 Transport;0.0
SOM;156 Transport;0.0
SPM;156 Transport;0.0
SRB;156 Transport;2314.20703125
SSD;156 Transport;0.0
STP;156 Transport;0.0
SUR;156 Transport;0.0
SVK;156 Transport;14729.375
SVN;156 Transport;1793.8646240234375
SWE;156 Transport;15879.2421875
SWZ;156 Transport;0.0
SXM;156 Transport;0.0
SYC;156 Transport;0.0
SYR;156 Transport;0.0
TCA;156 Transport;0.0
TCD;156 Transport;0.0
TGO;156 Transport;0.0
THA;156 Transport;3375.651611328125
TJK;156 Transport;0.0
TKL;156 Transport;0.0
TKM;156 Transport;0.0
TLS;156 Transport;0.0
TON;156 Transport;0.0
TTO;156 Transport;0.0
TUN;156 Transport;0.0
TUR;156 Transport;9199.111328125
TUV;156 Transport;0.0
TWN;156 Transport;9964.220703125
TZA;156 Transport;0.0
UGA;156 Transport;0.0
UKR;156 Transport;0.0
UMI;156 Transport;0.0
URY;156 Transport;678.8579711914062
USA;156 Transport;169590.046875
UZB;156 Transport;0.0
VAT;156 Transport;0.0
VCT;156 Transport;0.0
VEN;156 Transport;314.2030029296875
VGB;156 Transport;0.0
VNM;156 Transport;967.3153686523438
VUT;156 Transport;0.0
WLF;156 Transport;0.0
WSM;156 Transport;0.0
YEM;156 Transport;0.0
ZAF;156 Transport;3444.17431640625
ZMB;156 Transport;0.0
ZWE;156 Transport;0.0
ABW;157 Travel;0.0
AFG;157 Travel;0.4000000059604645
AGO;157 Travel;0.0
AIA;157 Travel;0.0
ALB;157 Travel;1381.5579833984375
AND;157 Travel;0.10000000149011612
ARE;157 Travel;1.5
ARG;157 Travel;2023.7054443359375
ARM;157 Travel;669.008544921875
ASM;157 Travel;0.0
ATA;157 Travel;0.0
ATF;157 Travel;0.0
ATG;157 Travel;0.0
AUS;157 Travel;14824.671875
AUT;157 Travel;11664.048828125
AZE;157 Travel;1872.8411865234375
BDI;157 Travel;0.0
BEL;157 Travel;15914.0
BEN;157 Travel;0.10000000149011612
BES;157 Travel;0.0
BFA;157 Travel;599.084716796875
BGD;157 Travel;0.10000000149011612
BGR;157 Travel;1669.0
BHR;157 Travel;23.0
BHS;157 Travel;2621.22802734375
BIH;157 Travel;0.10000000149011612
BLM;157 Travel;0.0
BLR;157 Travel;0.10000000149011612
BLZ;157 Travel;0.0
BMU;157 Travel;111.19999694824219
BOL;157 Travel;0.10000000149011612
BRA;157 Travel;5552.2470703125
BRB;157 Travel;0.0
BRN;157 Travel;344.20477294921875
BTN;157 Travel;0.0
BVT;157 Travel;0.0
BWA;157 Travel;825.7008666992188
CAF;157 Travel;0.0
CAN;157 Travel;18680.904296875
CCK;157 Travel;0.0
CHE;157 Travel;8905.8916015625
CHL;157 Travel;1421.5577392578125
CHN;157 Travel;2392.979248046875
CIV;157 Travel;0.0
CMR;157 Travel;0.0
COD;157 Travel;0.0
COG;157 Travel;0.0
COK;157 Travel;0.0
COL;157 Travel;2322.04736328125
COM;157 Travel;0.0
CPV;157 Travel;443.44659423828125
CRI;157 Travel;631.0
CUB;157 Travel;0.0
CUW;157 Travel;0.0
CXR;157 Travel;0.0
CYM;157 Travel;0.10000000149011612
CYP;157 Travel;820.4022216796875
CZE;157 Travel;5249.6533203125
DEU;157 Travel;82197.5078125
DJI;157 Travel;0.0
DMA;157 Travel;0.0
DNK;157 Travel;4386.71826171875
DOM;157 Travel;868.0
DZA;157 Travel;0.0
ECU;157 Travel;0.0
EGY;157 Travel;211.05682373046875
ERI;157 Travel;0.0
ESH;157 Travel;0.0
ESP;157 Travel;8294.556640625
EST;157 Travel;1164.70361328125
ETH;157 Travel;0.0
FIN;157 Travel;4117.78076171875
FJI;157 Travel;44.79999923706055
FLK;157 Travel;0.0
FRA;157 Travel;22648.826171875
FRE;157 Travel;0.0
FRO;157 Travel;0.0
FSM;157 Travel;0.0
GAB;157 Travel;0.0
GBR;157 Travel;69416.703125
GEO;157 Travel;1696.1588134765625
GHA;157 Travel;0.0
GIB;157 Travel;0.0
GIN;157 Travel;0.0
GMB;157 Travel;0.0
GNB;157 Travel;0.0
GNQ;157 Travel;0.0
GRC;157 Travel;2340.65771484375
GRD;157 Travel;0.0
GRL;157 Travel;0.0
GTM;157 Travel;6949.41650390625
GUM;157 Travel;0.0
GUY;157 Travel;0.0
HKG;157 Travel;683.7410888671875
HMD;157 Travel;0.0
HND;157 Travel;657.0
HRV;157 Travel;1454.6259765625
HTI;157 Travel;0.0
HUN;157 Travel;3291.46484375
IDN;157 Travel;604.821044921875
IND;157 Travel;7440.70751953125
IOT;157 Travel;0.0
IRL;157 Travel;8634.375
IRN;157 Travel;55.4664192199707
IRQ;157 Travel;0.0
ISL;157 Travel;939.080322265625
ISR;157 Travel;1420.7591552734375
ITA;157 Travel;19302.66796875
JAM;157 Travel;0.10000000149011612
JOR;157 Travel;87.0
JPN;157 Travel;2524.875244140625
KAZ;157 Travel;3403.7431640625
KEN;157 Travel;0.0
KGZ;157 Travel;0.10000000149011612
KHM;157 Travel;0.20000000298023224
KIR;157 Travel;0.5
KNA;157 Travel;0.0
KOR;157 Travel;3031.09326171875
KWT;157 Travel;0.0
LAO;157 Travel;0.0
LBN;157 Travel;0.10000000149011612
LBR;157 Travel;0.0
LBY;157 Travel;0.10000000149011612
LCA;157 Travel;0.0
LIE;157 Travel;49.59199905395508
LKA;157 Travel;2107.23388671875
LSO;157 Travel;0.0
LTU;157 Travel;1732.38525390625
LUX;157 Travel;1137.90625
LVA;157 Travel;1054.195068359375
MAC;157 Travel;0.0
MAR;157 Travel;281.7330017089844
MDA;157 Travel;0.10000000149011612
MDG;157 Travel;0.0
MDV;157 Travel;0.10000000149011612
MEX;157 Travel;16079.53515625
MHL;157 Travel;0.10000000149011612
MKD;157 Travel;0.0
MLI;157 Travel;0.20000000298023224
MLT;157 Travel;427.3882751464844
MMR;157 Travel;0.10000000149011612
MNE;157 Travel;16.847999572753906
MNG;157 Travel;0.0
MNP;157 Travel;0.0
MOZ;157 Travel;0.0
MRT;157 Travel;0.0
MSR;157 Travel;0.0
MUS;157 Travel;0.0
MWI;157 Travel;0.0
MYS;157 Travel;663.0199584960938
NAM;157 Travel;567.920166015625
NCL;157 Travel;0.0
NER;157 Travel;0.0
NFK;157 Travel;0.0
NGA;157 Travel;8443.4453125
NIC;157 Travel;140.10000610351562
NIU;157 Travel;0.699999988079071
NLD;157 Travel;20334.27734375
NOR;157 Travel;14372.197265625
NPL;157 Travel;1885.7491455078125
NRU;157 Travel;0.0
NZL;157 Travel;3077.9345703125
OMN;157 Travel;20.0
PAK;157 Travel;207.27462768554688
PAN;157 Travel;334.0
PCN;157 Travel;0.0
PER;157 Travel;17437.734375
PHL;157 Travel;965.87060546875
PLW;157 Travel;0.0
PNG;157 Travel;32.099998474121094
POL;157 Travel;10402.017578125
PRK;157 Travel;0.0
PRT;157 Travel;1721.360107421875
PRY;157 Travel;0.10000000149011612
PSE;157 Travel;0.0
PYF;157 Travel;0.0
QAT;157 Travel;0.20000000298023224
ROU;157 Travel;6757.111328125
RUS;157 Travel;1358.893310546875
RWA;157 Travel;0.0
SAU;157 Travel;1258.22900390625
SDN;157 Travel;0.0
SEN;157 Travel;0.0
SGP;157 Travel;1731.362060546875
SGS;157 Travel;0.0
SHN;157 Travel;0.0
SLB;157 Travel;0.0
SLE;157 Travel;0.0
SLV;157 Travel;625.0
SMR;157 Travel;0.0
SOM;157 Travel;0.0
SPM;157 Travel;0.0
SRB;157 Travel;1988.117919921875
SSD;157 Travel;0.0
STP;157 Travel;0.0
SUR;157 Travel;0.0
SVK;157 Travel;4068.788330078125
SVN;157 Travel;2125.799560546875
SWE;157 Travel;8947.068359375
SWZ;157 Travel;0.0
SXM;157 Travel;0.0
SYC;157 Travel;0.10000000149011612
SYR;157 Travel;0.10000000149011612
TCA;157 Travel;0.0
TCD;157 Travel;0.0
TGO;157 Travel;0.0
THA;157 Travel;719.166259765625
TJK;157 Travel;0.0
TKL;157 Travel;0.0
TKM;157 Travel;0.0
TLS;157 Travel;0.0
TON;157 Travel;0.0
TTO;157 Travel;0.0
TUN;157 Travel;0.0
TUR;157 Travel;2220.48486328125
TUV;157 Travel;0.10000000149011612
TWN;157 Travel;576.6097412109375
TZA;157 Travel;0.0
UGA;157 Travel;0.0
UKR;157 Travel;114.8305892944336
UMI;157 Travel;0.0
URY;157 Travel;18.000999450683594
USA;157 Travel;88616.8125
UZB;157 Travel;1032.7923583984375
VAT;157 Travel;0.0
VCT;157 Travel;0.0
VEN;157 Travel;656.1599731445312
VGB;157 Travel;0.10000000149011612
VNM;157 Travel;370.20001220703125
VUT;157 Travel;8.5
WLF;157 Travel;0.20000000298023224
WSM;157 Travel;0.0
YEM;157 Travel;0.0
ZAF;157 Travel;1233.5975341796875
ZMB;157 Travel;0.0
ZWE;157 Travel;0.0
ABW;158 Construction;0.0
AFG;158 Construction;0.0
AGO;158 Construction;0.0
AIA;158 Construction;0.0
ALB;158 Construction;1.5789999961853027
AND;158 Construction;0.0
ARE;158 Construction;91382.5390625
ARG;158 Construction;6.4160003662109375
ARM;158 Construction;2443.18408203125
ASM;158 Construction;0.0
ATA;158 Construction;0.0
ATF;158 Construction;0.0
ATG;158 Construction;0.0
AUS;158 Construction;452.44903564453125
AUT;158 Construction;688.3900146484375
AZE;158 Construction;8971.412109375
BDI;158 Construction;0.0
BEL;158 Construction;1372.4124755859375
BEN;158 Construction;0.0
BES;158 Construction;0.0
BFA;158 Construction;1591.5460205078125
BGD;158 Construction;0.0
BGR;158 Construction;40.94599914550781
BHR;158 Construction;0.0
BHS;158 Construction;1641.0526123046875
BIH;158 Construction;0.0
BLM;158 Construction;0.0
BLR;158 Construction;0.0
BLZ;158 Construction;0.0
BMU;158 Construction;0.0
BOL;158 Construction;0.0
BRA;158 Construction;135.63836669921875
BRB;158 Construction;0.0
BRN;158 Construction;1864.0557861328125
BTN;158 Construction;0.0
BVT;158 Construction;0.0
BWA;158 Construction;0.0
CAF;158 Construction;0.0
CAN;158 Construction;337.5055847167969
CCK;158 Construction;0.0
CHE;158 Construction;646.0444946289062
CHL;158 Construction;78.27899932861328
CHN;158 Construction;796.4780883789062
CIV;158 Construction;0.0
CMR;158 Construction;0.0
COD;158 Construction;0.0
COG;158 Construction;0.0
COK;158 Construction;0.0
COL;158 Construction;0.0
COM;158 Construction;0.0
CPV;158 Construction;0.0
CRI;158 Construction;0.0
CUB;158 Construction;0.0
CUW;158 Construction;0.0
CXR;158 Construction;0.0
CYM;158 Construction;0.0
CYP;158 Construction;114.66499328613281
CZE;158 Construction;241.41000366210938
DEU;158 Construction;4862.0283203125
DJI;158 Construction;0.0
DMA;158 Construction;0.0
DNK;158 Construction;2301.69091796875
DOM;158 Construction;0.0
DZA;158 Construction;0.0
ECU;158 Construction;0.0
EGY;158 Construction;81.14399719238281
ERI;158 Construction;0.0
ESH;158 Construction;0.0
ESP;158 Construction;404.7572937011719
EST;158 Construction;66.62699890136719
ETH;158 Construction;0.0
FIN;158 Construction;547.1627197265625
FJI;158 Construction;0.0
FLK;158 Construction;0.0
FRA;158 Construction;3794.242919921875
FRE;158 Construction;0.0
FRO;158 Construction;0.0
FSM;158 Construction;0.0
GAB;158 Construction;0.0
GBR;158 Construction;3134.15966796875
GEO;158 Construction;4606.3583984375
GHA;158 Construction;0.0
GIB;158 Construction;0.0
GIN;158 Construction;0.0
GMB;158 Construction;0.0
GNB;158 Construction;0.0
GNQ;158 Construction;0.0
GRC;158 Construction;104.98971557617188
GRD;158 Construction;0.0
GRL;158 Construction;0.0
GTM;158 Construction;12174.8310546875
GUM;158 Construction;0.0
GUY;158 Construction;0.0
HKG;158 Construction;322.01080322265625
HMD;158 Construction;0.0
HND;158 Construction;0.0
HRV;158 Construction;191.32400512695312
HTI;158 Construction;0.0
HUN;158 Construction;174.27200317382812
IDN;158 Construction;406.17376708984375
IND;158 Construction;376.4082946777344
IOT;158 Construction;0.0
IRL;158 Construction;287.31719970703125
IRN;158 Construction;0.0
IRQ;158 Construction;0.0
ISL;158 Construction;11.544587135314941
ISR;158 Construction;1.2325869798660278
ITA;158 Construction;473.2699890136719
JAM;158 Construction;0.0
JOR;158 Construction;0.0
JPN;158 Construction;3319.2490234375
KAZ;158 Construction;18264.412109375
KEN;158 Construction;0.0
KGZ;158 Construction;0.0
KHM;158 Construction;0.0
KIR;158 Construction;0.0
KNA;158 Construction;0.0
KOR;158 Construction;173.33958435058594
KWT;158 Construction;0.0
LAO;158 Construction;0.0
LBN;158 Construction;0.0
LBR;158 Construction;0.0
LBY;158 Construction;0.0
LCA;158 Construction;0.0
LIE;158 Construction;19.56399917602539
LKA;158 Construction;12993.2783203125
LSO;158 Construction;0.0
LTU;158 Construction;199.88198852539062
LUX;158 Construction;637.8702392578125
LVA;158 Construction;61.788997650146484
MAC;158 Construction;0.0
MAR;158 Construction;34.3421745300293
MDA;158 Construction;0.0
MDG;158 Construction;0.0
MDV;158 Construction;0.0
MEX;158 Construction;260.1470031738281
MHL;158 Construction;0.0
MKD;158 Construction;0.0
MLI;158 Construction;0.0
MLT;158 Construction;1985.9970703125
MMR;158 Construction;0.0
MNE;158 Construction;9.476999282836914
MNG;158 Construction;0.0
MNP;158 Construction;0.0
MOZ;158 Construction;0.0
MRT;158 Construction;0.0
MSR;158 Construction;0.0
MUS;158 Construction;0.0
MWI;158 Construction;0.0
MYS;158 Construction;1068.08935546875
NAM;158 Construction;0.0
NCL;158 Construction;0.0
NER;158 Construction;0.0
NFK;158 Construction;0.0
NGA;158 Construction;135058.125
NIC;158 Construction;0.0
NIU;158 Construction;0.0
NLD;158 Construction;2948.66455078125
NOR;158 Construction;81066.7109375
NPL;158 Construction;0.0
NRU;158 Construction;0.0
NZL;158 Construction;65.14999389648438
OMN;158 Construction;2.0
PAK;158 Construction;0.0
PAN;158 Construction;1.0
PCN;158 Construction;0.0
PER;158 Construction;37246.26171875
PHL;158 Construction;778.7410278320312
PLW;158 Construction;0.0
