supplier_country,industry,tariff,tariff_group,dependency_value,trade_value,region
KHM,TV and radio receivers and associated goods,49,>40%,0.0,0.0,ASIA
LAO,TV and radio receivers and associated goods,48,>40%,0.0030296692405556,0.0,ASIA
MDG,TV and radio receivers and associated goods,47,>40%,0.0,0.0,OTHER
VNM,TV and radio receivers and associated goods,46,>40%,0.3906121283295001,990.573974609375,ASIA
MMR,TV and radio receivers and associated goods,45,>40%,0.0,0.0,ASIA
LKA,TV and radio receivers and associated goods,44,>40%,0.0,0.0,ASIA
FLK,TV and radio receivers and associated goods,42,>40%,0.0,0.0,OTHER
SYR,TV and radio receivers and associated goods,41,>40%,0.0,0.0,OTHER
MUS,TV and radio receivers and associated goods,40,31-40%,0.0,0.0,OTHER
IRQ,TV and radio receivers and associated goods,39,31-40%,0.0,0.0,OTHER
BWA,TV and radio receivers and associated goods,38,31-40%,0.0,0.0,OTHER
GUY,TV and radio receivers and associated goods,38,31-40%,0.0,0.0,OTHER
SRB,TV and radio receivers and associated goods,38,31-40%,0.0,0.0,OTHER
THA,TV and radio receivers and associated goods,37,31-40%,0.0798214046093342,1804.44287109375,ASIA
BGD,TV and radio receivers and associated goods,37,31-40%,0.0,0.0,ASIA
BIH,TV and radio receivers and associated goods,36,31-40%,0.0,0.0,OTHER
CHN,TV and radio receivers and associated goods,34,31-40%,0.7815824031921895,20510.224609375,ASIA
MKD,TV and radio receivers and associated goods,33,31-40%,0.0,0.0,OTHER
TWN,TV and radio receivers and associated goods,32,31-40%,0.1078963588635946,1318.164306640625,ASIA
IDN,TV and radio receivers and associated goods,32,31-40%,0.0157822255538941,342.393310546875,ASIA
AGO,TV and radio receivers and associated goods,32,31-40%,0.0,0.0,OTHER
CHE,TV and radio receivers and associated goods,32,31-40%,0.0,0.0,OTHER
FJI,TV and radio receivers and associated goods,32,31-40%,0.0,0.0,OTHER
LBY,TV and radio receivers and associated goods,31,31-40%,0.0,0.0,OTHER
MDA,TV and radio receivers and associated goods,31,31-40%,0.0,0.0,OTHER
ZAF,TV and radio receivers and associated goods,31,31-40%,0.0,0.0,OTHER
DZA,TV and radio receivers and associated goods,30,21-30%,0.0,0.0,OTHER
NRU,TV and radio receivers and associated goods,30,21-30%,0.0,0.0,OTHER
PAK,TV and radio receivers and associated goods,30,21-30%,0.0,0.0,OTHER
TUN,TV and radio receivers and associated goods,28,21-30%,0.0,0.0,OTHER
IND,TV and radio receivers and associated goods,27,21-30%,0.0001570910649512,0.0,OTHER
KAZ,TV and radio receivers and associated goods,27,21-30%,0.0,0.0,OTHER
KOR,TV and radio receivers and associated goods,26,21-30%,0.16091175046379108,906.70263671875,ASIA
JPN,TV and radio receivers and associated goods,24,21-30%,0.12253145362683941,1582.836669921875,ASIA
MYS,TV and radio receivers and associated goods,24,21-30%,0.0529134488989999,770.1611328125,ASIA
BRN,TV and radio receivers and associated goods,24,21-30%,0.0,0.0,ASIA
VUT,TV and radio receivers and associated goods,23,21-30%,0.0,0.0,OTHER
CIV,TV and radio receivers and associated goods,21,21-30%,0.0,0.0,OTHER
NAM,TV and radio receivers and associated goods,21,21-30%,0.0,0.0,OTHER
DEU,TV and radio receivers and associated goods,20,11-20%,0.058583011765286595,623.6388549804688,EU
HUN,TV and radio receivers and associated goods,20,11-20%,0.0304559586359231,255.61395263671875,EU
BEL,TV and radio receivers and associated goods,20,11-20%,0.0068825473264286,0.0,EU
PRT,TV and radio receivers and associated goods,20,11-20%,0.0044487598976771,0.0,EU
POL,TV and radio receivers and associated goods,20,11-20%,0.0023890143870519,0.0,EU
NLD,TV and radio receivers and associated goods,20,11-20%,0.0016710040448191,0.0,EU
SVK,TV and radio receivers and associated goods,20,11-20%,0.0015403945169892,0.0,EU
CZE,TV and radio receivers and associated goods,20,11-20%,0.0013969704903037,0.0,EU
SWE,TV and radio receivers and associated goods,20,11-20%,0.0003516511738901,0.0,EU
IRL,TV and radio receivers and associated goods,20,11-20%,0.0003447844498133,0.0,EU
FRA,TV and radio receivers and associated goods,20,11-20%,0.0003382746217188,0.0,EU
ITA,TV and radio receivers and associated goods,20,11-20%,0.0003044690884265,0.0,EU
ROU,TV and radio receivers and associated goods,20,11-20%,0.0002668844510823,0.0,EU
DNK,TV and radio receivers and associated goods,20,11-20%,0.0002483434593325,0.0,EU
SVN,TV and radio receivers and associated goods,20,11-20%,0.0001716648770728,0.0,EU
AUT,TV and radio receivers and associated goods,20,11-20%,0.0001198199559436,0.0,EU
ESP,TV and radio receivers and associated goods,20,11-20%,4.360446249849093e-05,0.0,EU
BGR,TV and radio receivers and associated goods,20,11-20%,3.824077403004442e-05,0.0,EU
CYP,TV and radio receivers and associated goods,20,11-20%,0.0,0.0,EU
EST,TV and radio receivers and associated goods,20,11-20%,0.0,0.0,EU
FIN,TV and radio receivers and associated goods,20,11-20%,0.0,0.0,EU
GRC,TV and radio receivers and associated goods,20,11-20%,0.0,0.0,EU
HRV,TV and radio receivers and associated goods,20,11-20%,0.0,0.0,EU
JOR,TV and radio receivers and associated goods,20,11-20%,0.0,0.0,OTHER
LTU,TV and radio receivers and associated goods,20,11-20%,0.0,0.0,EU
LUX,TV and radio receivers and associated goods,20,11-20%,0.0,0.0,EU
LVA,TV and radio receivers and associated goods,20,11-20%,0.0,0.0,EU
MLT,TV and radio receivers and associated goods,20,11-20%,0.0,0.0,EU
NIC,TV and radio receivers and associated goods,19,11-20%,0.0,0.0,LATAM
PHL,TV and radio receivers and associated goods,18,11-20%,0.0413512876980181,341.7626037597656,ASIA
MWI,TV and radio receivers and associated goods,18,11-20%,0.0,0.0,OTHER
ZWE,TV and radio receivers and associated goods,18,11-20%,0.0,0.0,OTHER
ISR,TV and radio receivers and associated goods,17,11-20%,0.0,0.0,OTHER
ZMB,TV and radio receivers and associated goods,17,11-20%,0.0,0.0,OTHER
MOZ,TV and radio receivers and associated goods,16,11-20%,0.0,0.0,OTHER
NOR,TV and radio receivers and associated goods,16,11-20%,0.0,0.0,OTHER
VEN,TV and radio receivers and associated goods,15,11-20%,0.0,0.0,LATAM
NGA,TV and radio receivers and associated goods,14,11-20%,0.0,0.0,OTHER
GNQ,TV and radio receivers and associated goods,13,11-20%,0.0,0.0,OTHER
TCD,TV and radio receivers and associated goods,13,11-20%,0.0,0.0,OTHER
CMR,TV and radio receivers and associated goods,12,11-20%,0.0,0.0,OTHER
COD,TV and radio receivers and associated goods,11,11-20%,0.0,0.0,OTHER
GBR,TV and radio receivers and associated goods,10,0-10%,0.0078161515259421,312.3237609863281,OTHER
SGP,TV and radio receivers and associated goods,10,0-10%,0.0007658218057703,0.0,ASIA
TUR,TV and radio receivers and associated goods,10,0-10%,0.0006219562926892,0.0,OTHER
AUS,TV and radio receivers and associated goods,10,0-10%,0.0,0.0,OTHER
BRA,TV and radio receivers and associated goods,10,0-10%,0.0,0.0,LATAM
CHL,TV and radio receivers and associated goods,10,0-10%,0.0,0.0,LATAM
COL,TV and radio receivers and associated goods,10,0-10%,0.0,0.0,LATAM
